Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total
72405480,7240,ESP,Spain,5480,VUT,Vanuatu,12495
72408620,7240,ESP,Spain,8620,VEN,Venezuela,19618
72408940,7240,ESP,Spain,8940,ZMB,Zambia,10654
72407160,7240,ESP,Spain,7160,ZWE,Zimbabwe,10978
752040,7520,SWE,Sweden,40,AFG,Afghanistan,23290808
7520500,7520,SWE,Sweden,500,BGD,Bangladesh,9447844
7520680,7520,SWE,Sweden,680,BOL,Bolivia,2259517
7520720,7520,SWE,Sweden,720,BWA,Botswana,143245
75208540,7520,SWE,Sweden,8540,BFA,Burkina Faso,796289
75204060,7520,SWE,Sweden,4060,KHM,Cambodia,5053104
75202300,7520,SWE,Sweden,2300,ETH,Ethiopia,1555399
75202720,7520,SWE,Sweden,2720,GEO,Georgia,195756
75203560,7520,SWE,Sweden,3560,IND,India,228471
75204300,7520,SWE,Sweden,4300,LBR,Liberia,1094756
75205080,7520,SWE,Sweden,5080,MOZ,Mozambique,4817355
75205160,7520,SWE,Sweden,5160,NAM,Namibia,18467
75206460,7520,SWE,Sweden,6460,RWA,Rwanda,27044
75206860,7520,SWE,Sweden,6860,SEN,Senegal,14030
75207100,7520,SWE,Sweden,7100,ZAF,South Africa,206446
75207290,7520,SWE,Sweden,7290,SDN,Sudan,65427
75208000,7520,SWE,Sweden,8000,UGA,Uganda,1067
75207620,7520,SWE,Sweden,7620,TZA,United Republic of Tanzania,6786976
756040,7560,CHE,Switzerland,40,AFG,Afghanistan,1732163
756080,7560,CHE,Switzerland,80,ALB,Albania,110274
7560500,7560,CHE,Switzerland,500,BGD,Bangladesh,1919539
75602040,7560,CHE,Switzerland,2040,BEN,Benin,2207064
7560570,7560,CHE,Switzerland,570,BIH,Bosnia and Herzegovina,66667
75608540,7560,CHE,Switzerland,8540,BFA,Burkina Faso,3427590
75601480,7560,CHE,Switzerland,1480,TCD,Chad,1169101
75604090,7560,CHE,Switzerland,4090,PRK,Democratic People's Republic of Korea,3986
75608920,7560,CHE,Switzerland,8920,COD,Democratic Republic of the Congo,3901
75602200,7560,CHE,Switzerland,2200,EGY,Egypt,50944
75602880,7560,CHE,Switzerland,2880,GHA,Ghana,1137809
75603320,7560,CHE,Switzerland,3320,HTI,Haiti,1589732
75604000,7560,CHE,Switzerland,4000,JOR,Jordan,269437
75604220,7560,CHE,Switzerland,4220,LBN,Lebanon,674887
75604660,7560,CHE,Switzerland,4660,MLI,Mali,3070449
75604960,7560,CHE,Switzerland,4960,MNG,Mongolia,6472
75605080,7560,CHE,Switzerland,5080,MOZ,Mozambique,818281
75601040,7560,CHE,Switzerland,1040,MMR,Myanmar,1126185
75605620,7560,CHE,Switzerland,5620,NER,Niger,3516111
75606460,7560,CHE,Switzerland,6460,RWA,Rwanda,16000
75606880,7560,CHE,Switzerland,6880,SRB,Serbia,1171589
75607880,7560,CHE,Switzerland,7880,TUN,Tunisia,35404
75607620,7560,CHE,Switzerland,7620,TZA,United Republic of Tanzania,62894
75608680,7560,CHE,Switzerland,8680,VNM,Viet Nam,431593
812040,8120,ARE,United Arab Emirates,40,AFG,Afghanistan,51362
812080,8120,ARE,United Arab Emirates,80,ALB,Albania,6806
81202040,8120,ARE,United Arab Emirates,2040,BEN,Benin,137970
8120570,8120,ARE,United Arab Emirates,570,BIH,Bosnia and Herzegovina,5445
81208540,8120,ARE,United Arab Emirates,8540,BFA,Burkina Faso,87996
81201200,8120,ARE,United Arab Emirates,1200,CMR,Cameroon,79828
81201400,8120,ARE,United Arab Emirates,1400,CAF,Central African Republic,70399
81201480,8120,ARE,United Arab Emirates,1480,TCD,Chad,257354
81201740,8120,ARE,United Arab Emirates,1740,COM,Comoros,121269
81201780,8120,ARE,United Arab Emirates,1780,COG,Congo,152525
81202620,8120,ARE,United Arab Emirates,2620,DJI,Djibouti,350000
81202200,8120,ARE,United Arab Emirates,2200,EGY,Egypt,167900000
81202270,8120,ARE,United Arab Emirates,2270,ERI,Eritrea,2500000
81202420,8120,ARE,United Arab Emirates,2420,FJI,Fiji,6806
81202660,8120,ARE,United Arab Emirates,2660,GAB,Gabon,1808
81202700,8120,ARE,United Arab Emirates,2700,GMB,Gambia,53586
81202880,8120,ARE,United Arab Emirates,2880,GHA,Ghana,74245
81203600,8120,ARE,United Arab Emirates,3600,IDN,Indonesia,1634
81203680,8120,ARE,United Arab Emirates,3680,IRQ,Iraq,283147
81204020,8120,ARE,United Arab Emirates,4020,KAZ,Kazakhstan,273309
81204040,8120,ARE,United Arab Emirates,4040,KEN,Kenya,405481
81204220,8120,ARE,United Arab Emirates,4220,LBN,Lebanon,3256
81204580,8120,ARE,United Arab Emirates,4580,MYS,Malaysia,99112
81204620,8120,ARE,United Arab Emirates,4620,MDV,Maldives,6806
81204660,8120,ARE,United Arab Emirates,4660,MLI,Mali,18228
81204780,8120,ARE,United Arab Emirates,4780,MRT,Mauritania,1251
81204990,8120,ARE,United Arab Emirates,4990,MNE,Montenegro,87500
81205080,8120,ARE,United Arab Emirates,5080,MOZ,Mozambique,176512
81205620,8120,ARE,United Arab Emirates,5620,NER,Niger,157043
81205660,8120,ARE,United Arab Emirates,5660,NGA,Nigeria,446435
81205860,8120,ARE,United Arab Emirates,5860,PAK,Pakistan,4186891
81206460,8120,ARE,United Arab Emirates,6460,RWA,Rwanda,222107
81206860,8120,ARE,United Arab Emirates,6860,SEN,Senegal,85580
81206900,8120,ARE,United Arab Emirates,6900,SYC,Seychelles,6806
81207060,8120,ARE,United Arab Emirates,7060,SOM,Somalia,533898
81207100,8120,ARE,United Arab Emirates,7100,ZAF,South Africa,161463
81207280,8120,ARE,United Arab Emirates,7280,SSD,South Sudan,130873
81207340,8120,ARE,United Arab Emirates,7340,LKA,Sri Lanka,2323
81207290,8120,ARE,United Arab Emirates,7290,SDN,Sudan,465502
81207610,8120,ARE,United Arab Emirates,7610,TJK,Tajikistan,37052
81207680,8120,ARE,United Arab Emirates,7680,TGO,Togo,205435
81207880,8120,ARE,United Arab Emirates,7880,TUN,Tunisia,93929
81208000,8120,ARE,United Arab Emirates,8000,UGA,Uganda,108769
81207620,8120,ARE,United Arab Emirates,7620,TZA,United Republic of Tanzania,114081
81208850,8120,ARE,United Arab Emirates,8850,YEM,Yemen,49755
826040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,40,AFG,Afghanistan,36653434
826080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,80,ALB,Albania,141137
8260120,8260,GBR,United Kingdom of Great Britain and Northern Ireland,120,DZA,Algeria,659563
8260260,8260,GBR,United Kingdom of Great Britain and Northern Ireland,260,AIA,Anguilla,2208
8260320,8260,GBR,United Kingdom of Great Britain and Northern Ireland,320,ARG,Argentina,641155
8260340,8260,GBR,United Kingdom of Great Britain and Northern Ireland,340,ARM,Armenia,129873
8260380,8260,GBR,United Kingdom of Great Britain and Northern Ireland,380,AZE,Azerbaijan,586979
8260500,8260,GBR,United Kingdom of Great Britain and Northern Ireland,500,BGD,Bangladesh,34454986
82608050,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8050,BLR,Belarus,902
8260580,8260,GBR,United Kingdom of Great Britain and Northern Ireland,580,BLZ,Belize,1914
8260570,8260,GBR,United Kingdom of Great Britain and Northern Ireland,570,BIH,Bosnia and Herzegovina,185006
8260720,8260,GBR,United Kingdom of Great Britain and Northern Ireland,720,BWA,Botswana,217828
8260760,8260,GBR,United Kingdom of Great Britain and Northern Ireland,760,BRA,Brazil,2438749
82601080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1080,BDI,Burundi,91868
82604060,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4060,KHM,Cambodia,2367
82601200,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1200,CMR,Cameroon,41237
82601520,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1520,CHL,Chile,266728
82601560,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1560,CHN,China,3301424
82601700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1700,COL,Colombia,1176321
82601880,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1880,CRI,Costa Rica,2219
82603840,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3840,CIV,Côte d'Ivoire,6840
82601920,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1920,CUB,Cuba,97930
82604090,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4090,PRK,Democratic People's Republic of Korea,99463
82608920,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8920,COD,Democratic Republic of the Congo,339879
82602620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2620,DJI,Djibouti,3090
82602120,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2120,DMA,Dominica,3850
82602140,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2140,DOM,Dominican Republic,4456
82602180,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2180,ECU,Ecuador,27074
82602200,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2200,EGY,Egypt,1723166
82602270,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2270,ERI,Eritrea,22702
82602300,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2300,ETH,Ethiopia,72671501
82602700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2700,GMB,Gambia,773
82602720,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2720,GEO,Georgia,307181
82602880,8260,GBR,United Kingdom of Great Britain and Northern Ireland,2880,GHA,Ghana,36690185
82603200,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3200,GTM,Guatemala,3909
82603280,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3280,GUY,Guyana,12360
82603320,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3320,HTI,Haiti,695
82603560,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3560,IND,India,46090812
82603600,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3600,IDN,Indonesia,1451529
82603640,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3640,IRN,Iran (Islamic Republic of),209984
82603680,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3680,IRQ,Iraq,1183837
82603880,8260,GBR,United Kingdom of Great Britain and Northern Ireland,3880,JAM,Jamaica,30127
82604000,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4000,JOR,Jordan,666575
82604020,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4020,KAZ,Kazakhstan,816542
82604040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4040,KEN,Kenya,12337248
82604220,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4220,LBN,Lebanon,820847
82604260,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4260,LSO,Lesotho,103884
82604340,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4340,LBY,Libya,1085058
82604540,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4540,MWI,Malawi,21367144
82604580,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4580,MYS,Malaysia,802967
82604800,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4800,MUS,Mauritius,330682
82604840,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4840,MEX,Mexico,1096162
82605000,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5000,MSR,Montserrat,637388
82605040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5040,MAR,Morocco,503755
82605080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5080,MOZ,Mozambique,10497932
82601040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1040,MMR,Myanmar,6796204
82605160,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5160,NAM,Namibia,192679
82605240,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5240,NPL,Nepal,5562304
82605580,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5580,NIC,Nicaragua,1304
82605620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5620,NER,Niger,12905
82605660,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5660,NGA,Nigeria,34548654
82605860,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5860,PAK,Pakistan,71705505
82605900,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5900,PAN,Panama,3869
82605980,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5980,PNG,Papua New Guinea,2736
82606040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6040,PER,Peru,8679
82606080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6080,PHL,Philippines,219185
82606220,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6220,MDA,Republic of Moldova,298
82606460,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6460,RWA,Rwanda,25692708
82606540,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6540,SHN,Saint Helena,1173
82606560,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6560,KNA,Saint Kitts and Nevis,4399
82606700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6700,VCT,Saint Vincent and the Grenadines,13290
82606860,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6860,SEN,Senegal,654930
82606880,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6880,SRB,Serbia,578961
82606940,8260,GBR,United Kingdom of Great Britain and Northern Ireland,6940,SLE,Sierra Leone,7220416
8260900,8260,GBR,United Kingdom of Great Britain and Northern Ireland,900,SLB,Solomon Islands,4400
82607060,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7060,SOM,Somalia,45468
82607100,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7100,ZAF,South Africa,1758552
82607280,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7280,SSD,South Sudan,16934314
82607340,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7340,LKA,Sri Lanka,461592
82607290,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7290,SDN,Sudan,433820
82607600,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7600,SYR,Syrian Arab Republic,214302
82607610,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7610,TJK,Tajikistan,4954
82607640,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7640,THA,Thailand,920034
82604480,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4480,MKD,The former Yugoslav Republic of Macedonia,135702
82607880,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7880,TUN,Tunisia,523895
82607920,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7920,TUR,Turkey,2267525
82608000,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8000,UGA,Uganda,6374125
82608070,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8070,UKR,Ukraine,523471
82607620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7620,TZA,United Republic of Tanzania,33317230
82608580,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8580,URY,Uruguay,6302
82608600,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8600,UZB,Uzbekistan,523752
82608620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8620,VEN,Venezuela,673767
82608680,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8680,VNM,Viet Nam,3756980
82608850,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8850,YEM,Yemen,307555
82608940,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8940,ZMB,Zambia,3678554
82607160,8260,GBR,United Kingdom of Great Britain and Northern Ireland,7160,ZWE,Zimbabwe,30712130
840040,8400,USA,United States,40,AFG,Afghanistan,44338390
840080,8400,USA,United States,80,ALB,Albania,1471805
8400120,8400,USA,United States,120,DZA,Algeria,8896
8400240,8400,USA,United States,240,AGO,Angola,1319991
8400260,8400,USA,United States,260,AIA,Anguilla,474777
8400320,8400,USA,United States,320,ARG,Argentina,33072
8400340,8400,USA,United States,340,ARM,Armenia,5619203
8400380,8400,USA,United States,380,AZE,Azerbaijan,1483339
8400500,8400,USA,United States,500,BGD,Bangladesh,32378788
8400580,8400,USA,United States,580,BLZ,Belize,853229
84002040,8400,USA,United States,2040,BEN,Benin,11477251
8400680,8400,USA,United States,680,BOL,Bolivia,227157
8400570,8400,USA,United States,570,BIH,Bosnia and Herzegovina,211753
8400760,8400,USA,United States,760,BRA,Brazil,33855
84008540,8400,USA,United States,8540,BFA,Burkina Faso,15077622
84001080,8400,USA,United States,1080,BDI,Burundi,2761308
84001320,8400,USA,United States,1320,CPV,Cabo Verde,622448
84004060,8400,USA,United States,4060,KHM,Cambodia,1373857
84001200,8400,USA,United States,1200,CMR,Cameroon,1356992
84001400,8400,USA,United States,1400,CAF,Central African Republic,1497093
84001480,8400,USA,United States,1480,TCD,Chad,23429
84001520,8400,USA,United States,1520,CHL,Chile,59527
84001560,8400,USA,United States,1560,CHN,China,2136691
84001700,8400,USA,United States,1700,COL,Colombia,1473402
84001740,8400,USA,United States,1740,COM,Comoros,718818
84001880,8400,USA,United States,1880,CRI,Costa Rica,1841289
84003840,8400,USA,United States,3840,CIV,Côte d'Ivoire,24652680
84008920,8400,USA,United States,8920,COD,Democratic Republic of the Congo,14329990
84002620,8400,USA,United States,2620,DJI,Djibouti,3580861
84002120,8400,USA,United States,2120,DMA,Dominica,496881
84002140,8400,USA,United States,2140,DOM,Dominican Republic,9340468
84002180,8400,USA,United States,2180,ECU,Ecuador,1368388
84002200,8400,USA,United States,2200,EGY,Egypt,17583760
84002220,8400,USA,United States,2220,SLV,El Salvador,5799863
84002270,8400,USA,United States,2270,ERI,Eritrea,6437
84002300,8400,USA,United States,2300,ETH,Ethiopia,31309310
84002420,8400,USA,United States,2420,FJI,Fiji,62589
84002660,8400,USA,United States,2660,GAB,Gabon,270000
84002700,8400,USA,United States,2700,GMB,Gambia,1593664
84002720,8400,USA,United States,2720,GEO,Georgia,3959833
84002880,8400,USA,United States,2880,GHA,Ghana,34418980
84003200,8400,USA,United States,3200,GTM,Guatemala,6224730
84003240,8400,USA,United States,3240,GIN,Guinea,6351966
84006240,8400,USA,United States,6240,GNB,Guinea-Bissau,6452
84003280,8400,USA,United States,3280,GUY,Guyana,1123137
84003320,8400,USA,United States,3320,HTI,Haiti,5195890
84003400,8400,USA,United States,3400,HND,Honduras,8778795
84003560,8400,USA,United States,3560,IND,India,526923
84003600,8400,USA,United States,3600,IDN,Indonesia,17816186
84003680,8400,USA,United States,3680,IRQ,Iraq,3081259
84003880,8400,USA,United States,3880,JAM,Jamaica,5244712
84004000,8400,USA,United States,4000,JOR,Jordan,50640070
84004040,8400,USA,United States,4040,KEN,Kenya,32705902
84004160,8400,USA,United States,4160,KGZ,Kyrgyzstan,4478601
84004180,8400,USA,United States,4180,LAO,Lao People's Democratic Republic,427964
84004220,8400,USA,United States,4220,LBN,Lebanon,18109067
84004260,8400,USA,United States,4260,LSO,Lesotho,5386082
84004300,8400,USA,United States,4300,LBR,Liberia,24979177
84004500,8400,USA,United States,4500,MDG,Madagascar,711440
84004540,8400,USA,United States,4540,MWI,Malawi,18991808
84004660,8400,USA,United States,4660,MLI,Mali,20720998
84005840,8400,USA,United States,5840,MHL,Marshall Islands,14831791
84004780,8400,USA,United States,4780,MRT,Mauritania,4038905
84004800,8400,USA,United States,4800,MUS,Mauritius,5400636
84004840,8400,USA,United States,4840,MEX,Mexico,162003
84004845,8400,USA,United States,4845,FSM,Micronesia,28244516
84004960,8400,USA,United States,4960,MNG,Mongolia,5903587
84005000,8400,USA,United States,5000,MSR,Montserrat,641860
84005040,8400,USA,United States,5040,MAR,Morocco,8065474
84005080,8400,USA,United States,5080,MOZ,Mozambique,14267752
84001040,8400,USA,United States,1040,MMR,Myanmar,2232158
84005160,8400,USA,United States,5160,NAM,Namibia,17320268
84005240,8400,USA,United States,5240,NPL,Nepal,217190
84005580,8400,USA,United States,5580,NIC,Nicaragua,1935453
84005620,8400,USA,United States,5620,NER,Niger,8191073
84005660,8400,USA,United States,5660,NGA,Nigeria,10123089
84005860,8400,USA,United States,5860,PAK,Pakistan,44801362
8400955,8400,USA,United States,955,PLW,Palau,665475
84005900,8400,USA,United States,5900,PAN,Panama,1199603
84006000,8400,USA,United States,6000,PRY,Paraguay,448457
84006040,8400,USA,United States,6040,PER,Peru,4355069
84006080,8400,USA,United States,6080,PHL,Philippines,7646400
84006220,8400,USA,United States,6220,MDA,Republic of Moldova,4936517
84006460,8400,USA,United States,6460,RWA,Rwanda,12190044
84006560,8400,USA,United States,6560,KNA,Saint Kitts and Nevis,1263707
84006620,8400,USA,United States,6620,LCA,Saint Lucia,199926
84008820,8400,USA,United States,8820,WSM,Samoa,1131982
84006780,8400,USA,United States,6780,STP,Sao Tome and Principe,84576
84006860,8400,USA,United States,6860,SEN,Senegal,16575442
84006880,8400,USA,United States,6880,SRB,Serbia,15033
84006900,8400,USA,United States,6900,SYC,Seychelles,223811
84006940,8400,USA,United States,6940,SLE,Sierra Leone,4661073
8400900,8400,USA,United States,900,SLB,Solomon Islands,102040
84007060,8400,USA,United States,7060,SOM,Somalia,4337905
84007100,8400,USA,United States,7100,ZAF,South Africa,10007428
84007280,8400,USA,United States,7280,SSD,South Sudan,15663826
84007340,8400,USA,United States,7340,LKA,Sri Lanka,112500
84007400,8400,USA,United States,7400,SUR,Suriname,96405
84007480,8400,USA,United States,7480,SWZ,Swaziland,778480
84007610,8400,USA,United States,7610,TJK,Tajikistan,3071092
84007640,8400,USA,United States,7640,THA,Thailand,1703328
84004480,8400,USA,United States,4480,MKD,The former Yugoslav Republic of Macedonia,2240146
84006260,8400,USA,United States,6260,TLS,Timor-Leste,103250
84007680,8400,USA,United States,7680,TGO,Togo,1748833
84007760,8400,USA,United States,7760,TON,Tonga,870377
84007880,8400,USA,United States,7880,TUN,Tunisia,5723977
84007940,8400,USA,United States,7940,TKM,Turkmenistan,506708
84008000,8400,USA,United States,8000,UGA,Uganda,9341271
84008070,8400,USA,United States,8070,UKR,Ukraine,4389954
84007620,8400,USA,United States,7620,TZA,United Republic of Tanzania,36618198
84005480,8400,USA,United States,5480,VUT,Vanuatu,1117549
84008680,8400,USA,United States,8680,VNM,Viet Nam,694211
84008850,8400,USA,United States,8850,YEM,Yemen,17601990
84008940,8400,USA,United States,8940,ZMB,Zambia,11923844
84007160,8400,USA,United States,7160,ZWE,Zimbabwe,20250
